id,Existing Customer,Attrited Customer
0,0.9987399558956919,0.0012600441043081733
1,0.999198059838013,0.0008019401619869766
2,0.9758978592285323,0.024102140771467655
3,0.9974367900050348,0.002563209994965217
4,0.9998893479059769,0.000110652094023103
5,0.00325176289746687,0.9967482371025331
6,0.999738110195896,0.00026188980410402416
7,0.9964308263840529,0.003569173615947122
8,0.998827146921354,0.0011728530786459929
9,0.9992684716007365,0.0007315283992635421
10,0.9991917785619904,0.0008082214380096497
11,0.004891377087331561,0.9951086229126684
12,0.971216154655694,0.028783845344306017
13,0.9998446070575312,0.00015539294246878524
14,0.2289153399433319,0.7710846600566681
15,0.9991772785914761,0.0008227214085238595
16,0.9998622633758124,0.0001377366241875366
17,0.9990635293279075,0.0009364706720924109
18,0.026049089484413757,0.9739509105155862
19,0.999482846358959,0.0005171536410409905
20,0.9998275252187165,0.00017247478128345635
21,0.999218033580432,0.0007819664195680059
22,0.9999047489750057,9.525102499433298e-05
23,0.9998598595132502,0.000140140486749873
24,0.034587718411269175,0.9654122815887308
25,0.9999031386340098,9.686136599018853e-05
26,0.998108414823556,0.0018915851764440344
27,0.9999093196357584,9.068036424168322e-05
28,0.9997813353344788,0.00021866466552126224
29,0.9992848139144572,0.000715186085542726
30,0.9996120263690823,0.0003879736309177144
31,0.9998718724835883,0.00012812751641161512
32,0.9981546104311165,0.0018453895688834974
33,0.7839532138242612,0.21604678617573883
34,0.9985567963702235,0.0014432036297764446
35,0.9998832676745436,0.00011673232545641405
36,0.9997038534315573,0.00029614656844265423
37,0.9999175126709603,8.248732903965228e-05
38,0.11253211477005065,0.8874678852299493
39,0.9997887124364967,0.00021128756350327271
40,0.9997356422173139,0.0002643577826860694
41,0.368278359885695,0.631721640114305
42,0.9993058853850755,0.0006941146149245077
43,0.003660072102036227,0.9963399278979638
44,0.9989851545298833,0.0010148454701166868
45,0.9994997675557001,0.0005002324442999045
46,0.9998765110050405,0.0001234889949595156
47,0.9835077439424768,0.01649225605752328
48,0.999951861448393,4.8138551607062556e-05
49,0.9999089170551366,9.108294486335953e-05
50,0.9996721802781992,0.00032781972180082503
51,0.45896153313724875,0.5410384668627513
52,0.9997552345603059,0.0002447654396940578
53,0.9998513567255811,0.0001486432744189302
54,0.23198753297717212,0.7680124670228279
55,0.02758864369543912,0.9724113563045609
56,0.06876049803388296,0.931239501966117
57,0.9997639819787578,0.00023601802124214523
58,0.9957988462476561,0.004201153752343826
59,0.9883456412359266,0.01165435876407341
60,0.9998676494818763,0.0001323505181236515
61,0.5533368496263062,0.44666315037369375
62,0.9984586521492459,0.001541347850754122
63,0.999045784070304,0.0009542159296960104
64,0.04715465161607635,0.9528453483839237
65,0.9989028353073324,0.0010971646926675816
66,0.9977671612152125,0.002232838784787554
67,0.013347571311404405,0.9866524286885956
68,0.016773089543224873,0.9832269104567751
69,0.9997208376053287,0.0002791623946712615
70,0.9992739480918688,0.0007260519081312652
71,0.9999001101586549,9.988984134514345e-05
72,0.9992435468679297,0.0007564531320702883
73,0.9991884528354388,0.0008115471645612129
74,0.9998058347743742,0.00019416522562581677
75,0.9999575091572005,4.249084279952704e-05
76,0.9998833458872187,0.00011665411278123354
77,0.108492140453328,0.891507859546672
78,0.9809408986079063,0.01905910139209365
79,0.9997028805132023,0.0002971194867976464
80,0.9988422562167728,0.0011577437832271558
81,0.9998806081720901,0.0001193918279098272
82,0.9997843247268765,0.00021567527312346888
83,0.999905054235533,9.494576446696062e-05
84,0.9986479664190019,0.0013520335809981009
85,0.9997182303421353,0.00028176965786470647
86,0.2252349693568345,0.7747650306431655
87,0.9998571708910673,0.00014282910893268064
88,0.9998300064622374,0.000169993537762639
89,0.9996911941827237,0.000308805817276306
90,0.9998012972479537,0.0001987027520462136
91,0.9978326279057318,0.0021673720942682237
92,0.6876297603255654,0.31237023967443456
93,0.9998377253617534,0.00016227463824661914
