id,Existing Customer,Attrited Customer
0,0.9999933936217872,6.606378212763303e-06
1,0.9999848850096836,1.5114990316365093e-05
2,0.8383772123693181,0.1616227876306819
3,0.999959550975506,4.044902449394216e-05
4,0.9999936373776868,6.362622313281854e-06
5,0.0004365046599640321,0.999563495340036
6,0.8436505572577316,0.15634944274226834
7,0.999989341019448,1.0658980551946829e-05
8,0.004617604439837941,0.9953823955601621
9,0.9999920557362159,7.944263784198547e-06
10,0.9965023251551095,0.0034976748448904984
11,0.00023417913348056096,0.9997658208665194
12,0.9999512087117255,4.879128827445641e-05
13,0.9999939586254066,6.041374593414694e-06
14,0.6997544825245493,0.3002455174754507
15,0.9999476772038491,5.23227961508077e-05
16,0.999903082167205,9.691783279501018e-05
17,0.9999871157558029,1.2884244197056157e-05
18,0.0014773809056364273,0.9985226190943636
19,0.9999912004814754,8.799518524613324e-06
20,0.9999937499113651,6.250088634848426e-06
21,0.9999920373583172,7.962641682830988e-06
22,0.9999945633963503,5.436603649702538e-06
23,0.9999894513646871,1.054863531296272e-05
24,0.00026869007567142944,0.9997313099243286
25,0.9999932997219108,6.700278089231843e-06
26,0.9999761051074343,2.3894892565730648e-05
27,0.999989747975276,1.0252024724044792e-05
28,0.9999943285142908,5.6714857092131656e-06
29,0.7375865014984531,0.2624134985015469
30,0.9999765518191543,2.3448180845628887e-05
31,0.999980351860214,1.964813978603455e-05
32,0.31240247696745294,0.6875975230325471
33,0.10039385700573944,0.8996061429942606
34,0.04656698666146197,0.953433013338538
35,0.9999870752261589,1.2924773841041083e-05
36,0.9999886782994709,1.1321700529142797e-05
37,0.9999936405890113,6.359410988741811e-06
38,0.0003290254472461118,0.9996709745527539
39,0.7505479970247266,0.2494520029752734
40,0.9999858734840644,1.412651593555321e-05
41,0.0005839441061957773,0.9994160558938042
42,0.9998115052073043,0.00018849479269570401
43,0.00015617478413543218,0.9998438252158646
44,0.9999878949392192,1.2105060780707441e-05
45,0.9999797564392112,2.024356078880217e-05
46,0.999984525803851,1.5474196148993374e-05
47,0.0005894512926654105,0.9994105487073346
48,0.9999955074216708,4.492578329225424e-06
49,0.9999953042386176,4.695761382359515e-06
50,0.8708622132776163,0.1291377867223838
51,0.08904951349481882,0.9109504865051812
52,0.9999872003477731,1.2799652226868055e-05
53,0.9999937559406239,6.244059376091418e-06
54,0.8591948674131004,0.14080513258689964
55,0.00010179630802398254,0.999898203691976
56,0.00010942465744046004,0.9998905753425595
57,0.7814349580133505,0.2185650419866495
58,0.999952490834595,4.7509165404938e-05
59,0.7231065821346777,0.2768934178653223
60,0.9999924052431491,7.5947568508296345e-06
61,0.0016702969334516649,0.9983297030665483
62,0.9999450026990719,5.4997300928104655e-05
63,0.9999911460833913,8.853916608704414e-06
64,0.008368634228428706,0.9916313657715713
65,0.9999903593179256,9.640682074479444e-06
66,0.9999809273981086,1.907260189142303e-05
67,0.0001874690587598815,0.9998125309412401
68,0.0004226217592798731,0.9995773782407201
69,0.9999940517204049,5.948279595121046e-06
70,0.9999880025322176,1.1997467782305274e-05
71,0.999994975824742,5.024175258101331e-06
72,0.9999222234984046,7.77765015954009e-05
73,0.999992516400496,7.4835995039940925e-06
74,0.9999940995025973,5.900497402701774e-06
75,0.9999941968418333,5.803158166662012e-06
76,0.9999948100626741,5.189937325930944e-06
77,0.9741820888066024,0.02581791119339758
78,0.998861961086989,0.0011380389130109714
79,0.9999897377705884,1.0262229411558488e-05
80,0.9999838219865018,1.617801349822591e-05
81,0.9999896590420709,1.0340957929104518e-05
82,0.9999650445619968,3.495543800320959e-05
83,0.9999952852500642,4.71474993581346e-06
84,0.9999505534625993,4.94465374006535e-05
85,0.6083952599904463,0.3916047400095537
86,0.0008712102915859887,0.999128789708414
87,0.9999945032845634,5.496715436545129e-06
88,0.9999874700646931,1.2529935306863737e-05
89,0.9999859350718857,1.4064928114282181e-05
90,0.9999957907473401,4.2092526598679775e-06
91,0.9999595301490307,4.046985096927747e-05
92,0.7382347401481382,0.2617652598518618
93,0.999994360549432,5.639450568018455e-06
94,0.9999910447501906,8.955249809391443e-06
95,0.002838533023875933,0.9971614669761241
96,0.9999766504117372,2.3349588262724634e-05
97,0.9999910022726606,8.997727339440751e-06
98,0.00256761668212091,0.9974323833178791
99,0.9999791338674467,2.0866132553228068e-05
100,0.00012564479529431072,0.9998743552047057
101,0.012240945207814047,0.987759054792186
102,0.999992665626953,7.3343730470629775e-06
103,0.5702784912943822,0.42972150870561776
104,0.9999940068259975,5.993174002469809e-06
105,0.9999954657172521,4.534282747984133e-06
106,0.9999935471527603,6.452847239635124e-06
107,0.9999928514098113,7.148590188657729e-06
108,0.848995110371856,0.15100488962814398
109,0.0005648870065174671,0.9994351129934825
110,0.9999938275117616,6.1724882384560515e-06
111,0.0005224019349071574,0.9994775980650928
112,0.999994322255006,5.677744994011882e-06
113,0.0018700281848582634,0.9981299718151417
114,0.9999917020485108,8.297951489121034e-06
115,0.9999940341653689,5.9658346311062845e-06
116,0.9999907839964499,9.216003550078122e-06
117,0.999905997834712,9.400216528799729e-05
118,0.9999698943839924,3.0105616007608066e-05
119,0.6206048906036605,0.3793951093963395
120,0.963758540209896,0.0362414597901039
121,0.9999531899292534,4.681007074663426e-05
122,0.9999201563314619,7.984366853805283e-05
123,0.9999902009412232,9.799058776845577e-06
124,0.9999858191325669,1.4180867433121466e-05
125,0.999991844147944,8.155852056050079e-06
126,7.432037141363868e-05,0.9999256796285864
127,0.9999520484144773,4.7951585522699453e-05
128,0.00013741836410907649,0.9998625816358909
129,0.9999889531359379,1.1046864062022518e-05
130,0.9999936249517616,6.375048238399653e-06
131,0.003681475666339362,0.9963185243336606
132,0.715991540126526,0.28400845987347406
133,0.9999781936171875,2.180638281244702e-05
134,0.9999938045261182,6.195473881802348e-06
135,0.6346263535433974,0.36537364645660264
136,0.322866152703735,0.677133847296265
137,0.999993934137036,6.0658629639823e-06
138,0.9999908859558113,9.114044188670483e-06
139,0.00024392955293184304,0.9997560704470682
140,0.6848399439377266,0.3151600560622733
141,0.9999930004438928,6.999556107171672e-06
142,0.9999867105392076,1.3289460792373321e-05
143,0.9999935270140808,6.472985919122934e-06
144,0.999992063705031,7.936294968930086e-06
145,0.000283002754894901,0.9997169972451051
146,0.9999937347218071,6.265278192875852e-06
147,0.00017753012395804735,0.999822469876042
148,0.40177682890262356,0.5982231710973764
149,0.08005735146894588,0.9199426485310541
150,7.999015445370183e-05,0.9999200098455463
151,0.00022651662760664326,0.9997734833723934
152,0.999984737442753,1.5262557247049564e-05
153,0.044943471113937816,0.9550565288860622
154,0.9999212724271493,7.872757285065447e-05
155,0.9999944300802917,5.569919708329467e-06
156,0.99998307540488,1.692459511999289e-05
157,0.9999874297334209,1.2570266579028386e-05
158,0.4626015329175469,0.5373984670824531
159,0.00108501358932378,0.9989149864106762
160,0.9999671651207606,3.283487923943129e-05
161,0.9999925865743948,7.413425605173854e-06
162,0.999953015383863,4.698461613695253e-05
163,0.04552572695584345,0.9544742730441566
164,0.9999929808207275,7.019179272450855e-06
165,0.9997414112646573,0.0002585887353426498
166,0.000864018855763149,0.9991359811442369
167,0.9999953695667153,4.630433284725381e-06
168,0.6735529432727361,0.32644705672726393
169,0.9999934885747053,6.511425294686858e-06
170,0.9999926872027688,7.312797231153071e-06
171,0.9999924641953911,7.535804608866479e-06
172,0.0002208187405688955,0.9997791812594311
173,0.9999926830147983,7.3169852016776674e-06
174,0.9999931300457635,6.869954236462867e-06
175,0.9998055405001127,0.00019445949988725425
176,0.9999924726882414,7.52731175852289e-06
177,0.999960422572156,3.9577427843952145e-05
178,0.999978405978603,2.1594021396986237e-05
179,0.9963818939700938,0.003618106029906182
180,0.002296979025789736,0.9977030209742103
181,0.999994863248477,5.1367515230813525e-06
182,0.0004441110574595619,0.9995558889425404
183,0.9999948274896647,5.172510335229369e-06
184,0.9999881750819365,1.1824918063503204e-05
185,0.0002157774714851568,0.9997842225285148
186,0.9992603059785234,0.0007396940214765987
187,0.9999839854440526,1.6014555947334148e-05
188,0.9999327100578219,6.728994217810982e-05
189,0.9929687362878324,0.00703126371216761
190,0.9999922154396531,7.78456034693038e-06
191,0.00011092414871916034,0.9998890758512808
192,0.0007679221162119054,0.9992320778837881
193,0.01002090818527035,0.9899790918147297
194,0.9999947194643739,5.280535626093315e-06
195,0.9999915353441431,8.464655856891881e-06
196,0.9999871867681377,1.28132318623485e-05
197,0.9999466524471444,5.334755285560804e-05
198,0.9999877812380762,1.2218761923790767e-05
199,0.9999794833327322,2.0516667267766026e-05
200,0.00032472861741406067,0.9996752713825859
201,0.00722825316199216,0.9927717468380078
202,0.0013136200244932006,0.9986863799755068
203,0.9999930449409649,6.955059035117719e-06
204,0.6335704547121843,0.3664295452878157
205,0.5414624842564796,0.4585375157435204
206,0.7693522104543149,0.23064778954568504
207,0.9999071877990081,9.281220099184561e-05
208,0.9988749351705242,0.001125064829475824
209,0.9999724323347426,2.7567665257326903e-05
210,0.9999892705385518,1.0729461448170948e-05
211,0.9999906076417525,9.392358247487583e-06
212,7.176849895818016e-05,0.9999282315010418
213,9.714000253568944e-05,0.9999028599974643
214,0.9999915656619516,8.434338048449834e-06
215,0.014579686326352537,0.9854203136736475
216,0.0005883524156939934,0.999411647584306
217,0.9999193058915725,8.069410842743567e-05
218,0.9999942931412726,5.706858727384761e-06
219,7.424854118065483e-05,0.9999257514588193
220,0.9999937502845109,6.2497154891652166e-06
221,0.0002481593298458984,0.9997518406701541
222,0.999967848672188,3.215132781200298e-05
223,0.9999854096826947,1.4590317305289985e-05
224,0.001653725760387692,0.9983462742396123
225,0.015993417558941125,0.9840065824410589
226,0.001625672220008867,0.9983743277799911
227,0.9999941413353014,5.858664698600252e-06
228,0.9999929440538546,7.055946145330458e-06
229,0.9999778973136748,2.2102686325168775e-05
230,0.9989173091629947,0.001082690837005289
231,0.0019959560247134744,0.9980040439752865
232,0.9999908894892022,9.110510797800984e-06
233,0.9999895934701029,1.0406529897104645e-05
234,0.999977256117717,2.2743882282951134e-05
235,0.9917017424296792,0.008298257570320752
236,0.00012036979645368984,0.9998796302035463
237,0.9999818422741128,1.8157725887167576e-05
238,0.9999916440616746,8.355938325381652e-06
239,0.9999823454698527,1.765453014735103e-05
240,0.9577387830256812,0.042261216974318845
241,0.9999886192609434,1.1380739056651172e-05
242,0.31056828931431113,0.6894317106856889
243,0.9996254780353973,0.00037452196460272013
244,0.3343490426308542,0.6656509573691458
245,0.8742494746187169,0.1257505253812831
246,0.9999939495893498,6.0504106502009814e-06
